Ticket ID,Created Date,Solved Date,Ticket Status,Customer Org Name,Customer User Name,Org Region,Org ARR Bucket,Issue Priority,Issue Severity,Assigned Agent,Assigned Agent Region,Product Area,Resolution Time (days),CSAT Score,CSAT Comment,CSAT Response Date
1021,2025-07-03 06:57,2025-07-06 13:25,Solved,SummitWorks,User 126,North America,Tier 3,High,Sev 1,Agent Brown,Berlin,AI Automation,3.27,,,
1022,2025-07-03 09:14,2025-07-05 11:09,Solved,SummitWorks,User 485,APAC,Tier 2,Medium,Sev 4,Agent Davis,London,Reporting,2.08,,,
1023,2025-07-03 09:32,2025-07-06 17:56,Solved,BluePeak,User 689,EMEA,Tier 1,High,Sev 1,Agent Smith,San Francisco,Compliance,3.35,,,
1024,2025-07-03 13:07,2025-07-05 20:47,Solved,Northwind,User 123,North America,Tier 1,Low,Sev 0,Agent Patel,Berlin,Billing,2.32,,,
1025,2025-07-03 13:43,2025-07-06 02:55,Solved,Northwind,User 733,EMEA,Tier 3,High,Sev 3,Agent Khan,Sydney,AI Automation,2.55,,,
1026,2025-07-04 06:50,2025-07-05 01:33,Solved,SummitWorks,User 479,APAC,Tier 1,Low,Sev 0,Agent Lee,London,AI Automation,0.78,,,
1027,2025-07-04 08:36,2025-07-05 13:38,Solved,Acme Corp,User 624,APAC,Tier 2,High,Sev 1,Agent Chen,London,Billing,1.21,,,
1028,2025-07-04 16:32,2025-07-05 17:44,Solved,Northwind,User 242,North America,Tier 1,Medium,Sev 1,Agent Patel,Sydney,Compliance,1.05,,,
1029,2025-07-04 17:48,2025-07-06 21:09,Solved,IronGate,User 462,EMEA,Tier 2,Low,Sev 3,Agent Chen,Sydney,Authentication,2.14,,,
1030,2025-07-04 18:12,2025-07-07 18:12,Solved,Acme Corp,User 976,APAC,Tier 3,Low,Sev 1,Agent Khan,London,Reporting,3.0,,,
1031,2025-07-04 23:48,2025-07-07 10:36,Solved,BluePeak,User 407,North America,Tier 2,Medium,Sev 3,Agent Khan,Sydney,Reporting,2.45,,,
1032,2025-07-05 05:46,2025-07-09 23:46,Solved,SummitWorks,User 179,APAC,Tier 2,High,Sev 4,Agent Patel,Berlin,Billing,4.75,,,
1033,2025-07-05 06:48,2025-07-07 00:48,Solved,Acme Corp,User 748,EMEA,Tier 0,Medium,Sev 0,Agent Chen,Sydney,Billing,1.75,3.0,,2025-07-17
1034,2025-07-05 06:52,2025-07-06 09:30,Solved,Vertex Labs,User 297,APAC,Tier 2,Low,Sev 0,Agent Patel,Berlin,Integrations,1.11,4.0,"Agent Patel was very helpful, thanks.",2025-07-12
1035,2025-07-05 09:00,2025-07-10 03:00,Solved,SummitWorks,User 451,EMEA,Tier 3,Low,Sev 4,Agent Patel,London,Billing,4.75,,,
1036,2025-07-05 14:42,2025-07-08 07:30,Solved,Nimbus Systems,User 628,APAC,Tier 3,Low,Sev 3,Agent Patel,Berlin,AI Automation,2.7,,,
1037,2025-07-05 16:24,2025-07-07 20:00,Solved,Vertex Labs,User 144,North America,Tier 2,Medium,Sev 4,Agent Smith,London,Integrations,2.15,4.0,"Agent Patel was very helpful, thanks.",2025-07-16
1038,2025-07-05 18:12,2025-07-09 23:00,Solved,Vertex Labs,User 180,EMEA,Tier 0,High,Sev 0,Agent Gomez,Sydney,Compliance,4.2,,,
1039,2025-07-05 19:24,2025-07-06 16:02,Solved,Northwind,User 739,EMEA,Tier 0,Medium,Sev 2,Agent Gomez,Berlin,Authentication,0.86,,,
1040,2025-07-06 08:29,2025-07-07 16:09,Solved,BrightTech,User 52,APAC,Tier 0,High,Sev 1,Agent Patel,Berlin,AI Automation,1.32,,,
1041,2025-07-06 09:00,2025-07-09 22:40,Solved,Nimbus Systems,User 106,North America,Tier 2,Medium,Sev 3,Agent Khan,London,Compliance,3.57,2.0,Response was slow and not very helpful.,2025-07-21
1042,2025-07-06 11:56,2025-07-08 11:12,Solved,Nimbus Systems,User 477,EMEA,Tier 1,Medium,Sev 4,Agent Smith,New York,Reporting,1.97,,,
1043,2025-07-06 14:22,2025-07-10 05:43,Solved,IronGate,User 631,APAC,Tier 3,High,Sev 0,Agent Lee,New York,Integrations,3.64,,,
1044,2025-07-06 17:25,2025-07-09 09:58,Solved,Acme Corp,User 775,North America,Tier 2,Medium,Sev 4,Agent Brown,Sydney,AI Automation,2.69,,,
1045,2025-07-06 19:38,2025-07-11 15:18,Solved,Northwind,User 988,EMEA,Tier 0,Low,Sev 0,Agent Chen,Sydney,Reporting,4.82,,,
1046,2025-07-07 02:53,2025-07-10 23:17,Solved,BluePeak,User 337,North America,Tier 0,Medium,Sev 1,Agent Patel,Sydney,Billing,3.85,,,
1047,2025-07-07 04:23,2025-07-11 00:32,Solved,Acme Corp,User 614,EMEA,Tier 3,High,Sev 0,Agent Davis,London,Compliance,3.84,,,
1048,2025-07-07 07:17,2025-07-10 03:12,Solved,Vertex Labs,User 790,EMEA,Tier 1,Low,Sev 3,Agent Davis,Berlin,Billing,2.83,,,
1049,2025-07-07 07:32,2025-07-10 08:44,Solved,IronGate,User 226,EMEA,Tier 2,High,Sev 1,Agent Brown,London,Billing,3.05,,,
1050,2025-07-07 13:24,2025-07-12 02:07,Solved,IronGate,User 489,North America,Tier 2,Medium,Sev 3,Agent Brown,Sydney,Reporting,4.53,,,
1051,2025-07-07 22:37,2025-07-10 10:37,Solved,Acme Corp,User 465,North America,Tier 3,Medium,Sev 4,Agent Smith,Sydney,AI Automation,2.5,,,
1052,2025-07-08 01:36,2025-07-12 19:36,Solved,BluePeak,User 421,APAC,Tier 3,Low,Sev 0,Agent Patel,Sydney,Compliance,4.75,1.0,,2025-07-15
1053,2025-07-08 02:21,2025-07-08 07:09,Solved,Acme Corp,User 73,APAC,Tier 0,High,Sev 0,Agent Smith,London,Integrations,0.2,,,
1054,2025-07-08 14:36,2025-07-11 16:45,Solved,SummitWorks,User 187,EMEA,Tier 1,Medium,Sev 2,Agent Davis,London,Authentication,3.09,,,
1055,2025-07-08 20:23,2025-07-10 17:15,Solved,Northwind,User 696,EMEA,Tier 2,Medium,Sev 3,Agent Lee,Sydney,Compliance,1.87,,,
1056,2025-07-08 20:43,2025-07-13 11:21,Solved,IronGate,User 101,APAC,Tier 0,Medium,Sev 1,Agent Chen,San Francisco,Integrations,4.61,,,
1057,2025-07-08 21:06,2025-07-10 17:01,Solved,Northwind,User 948,North America,Tier 1,High,Sev 3,Agent Smith,New York,Reporting,1.83,,,
1058,2025-07-08 21:53,2025-07-13 05:33,Solved,Vertex Labs,User 591,North America,Tier 1,Medium,Sev 4,Agent Khan,London,Compliance,4.32,,,
1059,2025-07-09 01:48,2025-07-12 08:16,Solved,Acme Corp,User 887,APAC,Tier 2,Medium,Sev 0,Agent Davis,Berlin,AI Automation,3.27,,,
1060,2025-07-09 06:07,2025-07-14 00:07,Solved,BluePeak,User 658,APAC,Tier 0,High,Sev 2,Agent Gomez,New York,Authentication,4.75,,,
1061,2025-07-09 06:21,2025-07-12 12:49,Solved,BrightTech,User 549,APAC,Tier 1,High,Sev 2,Agent Brown,Sydney,Authentication,3.27,,,
1062,2025-07-09 07:53,2025-07-12 13:09,Solved,BluePeak,User 282,EMEA,Tier 0,Low,Sev 2,Agent Gomez,London,Billing,3.22,,,
1063,2025-07-09 11:55,2025-07-13 14:19,Solved,BluePeak,User 215,APAC,Tier 2,Low,Sev 4,Agent Brown,New York,Authentication,4.1,,,
1064,2025-07-09 17:52,2025-07-14 16:54,Solved,Nimbus Systems,User 560,North America,Tier 3,High,Sev 1,Agent Chen,San Francisco,AI Automation,4.96,,,
1065,2025-07-09 20:08,2025-07-13 09:05,Solved,IronGate,User 502,North America,Tier 2,Low,Sev 3,Agent Brown,Berlin,Integrations,3.54,3.0,,2025-07-17
1066,2025-07-09 20:44,2025-07-12 16:39,Solved,Acme Corp,User 235,North America,Tier 2,Medium,Sev 2,Agent Lee,New York,Authentication,2.83,,,
1067,2025-07-09 20:50,2025-07-14 14:35,Solved,Northwind,User 976,North America,Tier 1,Low,Sev 3,Agent Smith,New York,Integrations,4.74,5.0,,2025-07-27
1068,2025-07-09 21:55,2025-07-12 09:55,Solved,IronGate,User 626,EMEA,Tier 0,Medium,Sev 2,Agent Khan,Sydney,Compliance,2.5,,,
1069,2025-07-09 22:36,2025-07-13 02:40,Solved,Acme Corp,User 512,APAC,Tier 1,Medium,Sev 1,Agent Chen,San Francisco,Authentication,3.17,,,
1070,2025-07-09 23:01,2025-07-11 19:25,Solved,SummitWorks,User 137,North America,Tier 2,Low,Sev 2,Agent Patel,Berlin,Reporting,1.85,4.0,,2025-07-13
1071,2025-07-10 01:14,2025-07-12 02:11,Pending,BluePeak,User 786,North America,Tier 2,Medium,Sev 2,Agent Lee,San Francisco,AI Automation,2.04,,,
1072,2025-07-10 05:13,2025-07-11 23:41,Solved,Northwind,User 159,North America,Tier 2,High,Sev 4,Agent Smith,London,Authentication,1.77,,,
1073,2025-07-10 05:36,2025-07-11 12:19,Solved,SummitWorks,User 394,APAC,Tier 1,Low,Sev 0,Agent Davis,San Francisco,Integrations,1.28,,,
1074,2025-07-10 08:31,2025-07-11 04:11,Solved,BluePeak,User 739,APAC,Tier 3,Low,Sev 4,Agent Gomez,Berlin,Integrations,0.82,4.0,"Agent Lee was very helpful, thanks.",2025-07-17
1075,2025-07-10 13:10,2025-07-12 20:50,Solved,Vertex Labs,User 996,APAC,Tier 1,Low,Sev 0,Agent Chen,Sydney,Authentication,2.32,,,
1076,2025-07-10 13:24,2025-07-14 11:28,Solved,BluePeak,User 586,APAC,Tier 1,Low,Sev 3,Agent Patel,New York,Billing,3.92,,,
1077,2025-07-10 14:16,2025-07-14 20:59,Solved,Acme Corp,User 221,EMEA,Tier 1,High,Sev 1,Agent Davis,Berlin,Authentication,4.28,5.0,,2025-07-26
1078,2025-07-10 15:38,2025-07-15 01:42,Solved,Acme Corp,User 868,North America,Tier 3,High,Sev 2,Agent Davis,Berlin,Billing,4.42,,,
1079,2025-07-10 21:26,2025-07-12 14:14,Solved,BluePeak,User 431,APAC,Tier 3,Low,Sev 1,Agent Chen,Berlin,Authentication,1.7,,,
1080,2025-07-10 23:50,2025-07-13 07:02,Solved,Nimbus Systems,User 926,North America,Tier 2,Low,Sev 4,Agent Khan,Berlin,Billing,2.3,,,
1081,2025-07-11 01:18,2025-07-12 21:56,Solved,IronGate,User 580,APAC,Tier 1,High,Sev 1,Agent Lee,Sydney,AI Automation,1.86,,,
1082,2025-07-11 06:29,2025-07-12 23:17,Solved,IronGate,User 259,North America,Tier 3,High,Sev 4,Agent Smith,London,Compliance,1.7,,,
1083,2025-07-11 09:36,2025-07-14 19:12,Solved,IronGate,User 847,EMEA,Tier 2,High,Sev 3,Agent Lee,New York,Compliance,3.4,,,
1084,2025-07-11 09:41,2025-07-11 19:02,Solved,BluePeak,User 548,APAC,Tier 0,High,Sev 3,Agent Patel,San Francisco,AI Automation,0.39,,,
1085,2025-07-11 17:05,2025-07-12 11:48,Solved,BluePeak,User 66,EMEA,Tier 3,Medium,Sev 4,Agent Khan,Berlin,Integrations,0.78,,,
1086,2025-07-12 00:11,2025-07-16 08:49,Solved,Northwind,User 759,APAC,Tier 0,High,Sev 4,Agent Gomez,Berlin,AI Automation,4.36,,,
1087,2025-07-12 09:16,2025-07-14 05:54,Solved,Nimbus Systems,User 780,EMEA,Tier 1,Medium,Sev 2,Agent Brown,San Francisco,Authentication,1.86,,,
1088,2025-07-12 11:13,2025-07-15 20:20,Solved,BrightTech,User 624,APAC,Tier 1,Low,Sev 1,Agent Patel,Berlin,AI Automation,3.38,,,
1089,2025-07-12 15:34,2025-07-16 13:53,Solved,SummitWorks,User 398,EMEA,Tier 1,High,Sev 2,Agent Gomez,San Francisco,Billing,3.93,,,
1090,2025-07-12 17:24,2025-07-14 22:40,Solved,BrightTech,User 791,APAC,Tier 2,High,Sev 0,Agent Lee,London,Compliance,2.22,,,
1091,2025-07-12 17:27,2025-07-16 01:36,Solved,IronGate,User 984,EMEA,Tier 3,Low,Sev 1,Agent Brown,New York,Reporting,3.34,5.0,"Agent Brown was very helpful, thanks.",2025-07-30
1092,2025-07-12 22:15,2025-07-13 07:51,Solved,Vertex Labs,User 707,North America,Tier 2,Medium,Sev 4,Agent Gomez,New York,Compliance,0.4,4.0,,2025-07-22
1093,2025-07-13 02:46,2025-07-17 03:58,Solved,Northwind,User 657,APAC,Tier 1,High,Sev 4,Agent Smith,Sydney,Reporting,4.05,4.0,"Agent Brown was very helpful, thanks.",2025-07-30
1094,2025-07-13 11:50,2025-07-18 10:23,Solved,Northwind,User 204,APAC,Tier 3,Low,Sev 0,Agent Smith,San Francisco,Compliance,4.94,,,
1095,2025-07-13 12:38,2025-07-18 12:09,Solved,Acme Corp,User 697,APAC,Tier 0,Low,Sev 4,Agent Chen,London,Integrations,4.98,,,
1096,2025-07-13 22:50,2025-07-17 03:52,Solved,BrightTech,User 94,North America,Tier 2,Medium,Sev 2,Agent Chen,San Francisco,Compliance,3.21,,,
1097,2025-07-14 02:07,2025-07-18 06:11,Solved,SummitWorks,User 467,North America,Tier 3,Medium,Sev 3,Agent Lee,Berlin,Reporting,4.17,,,
1098,2025-07-14 06:59,2025-07-17 00:44,Solved,Vertex Labs,User 409,APAC,Tier 2,Medium,Sev 4,Agent Khan,San Francisco,Compliance,2.74,,,
1099,2025-07-14 07:53,2025-07-14 19:09,Solved,IronGate,User 993,EMEA,Tier 0,Low,Sev 2,Agent Khan,Berlin,Compliance,0.47,,,
1100,2025-07-14 11:46,2025-07-18 10:34,Solved,BrightTech,User 395,APAC,Tier 1,Medium,Sev 0,Agent Brown,San Francisco,Authentication,3.95,,,
1101,2025-07-14 13:29,2025-07-18 21:24,Solved,SummitWorks,User 820,North America,Tier 1,High,Sev 1,Agent Khan,New York,AI Automation,4.33,5.0,,2025-07-19
1102,2025-07-14 14:14,2025-07-18 14:28,Solved,IronGate,User 406,North America,Tier 1,Medium,Sev 4,Agent Brown,Berlin,Integrations,4.01,,,
1103,2025-07-14 14:44,2025-07-17 14:58,Solved,Vertex Labs,User 720,EMEA,Tier 0,Low,Sev 1,Agent Chen,Sydney,Reporting,3.01,,,
1104,2025-07-14 17:30,2025-07-15 03:06,Solved,BluePeak,User 659,APAC,Tier 1,Low,Sev 4,Agent Smith,Berlin,Reporting,0.4,,,
1105,2025-07-14 21:06,2025-07-17 09:06,Solved,BrightTech,User 330,APAC,Tier 1,High,Sev 1,Agent Chen,Sydney,Reporting,2.5,,,
1106,2025-07-15 03:17,2025-07-17 10:29,Solved,BluePeak,User 986,North America,Tier 2,Low,Sev 2,Agent Gomez,New York,AI Automation,2.3,3.0,,2025-07-31
1107,2025-07-15 08:19,2025-07-16 16:14,Solved,Nimbus Systems,User 284,APAC,Tier 2,High,Sev 1,Agent Chen,New York,Billing,1.33,4.0,"Agent Patel was very helpful, thanks.",2025-07-20
1108,2025-07-15 10:10,2025-07-17 08:00,Solved,BrightTech,User 905,North America,Tier 1,High,Sev 4,Agent Smith,San Francisco,Billing,1.91,,,
1109,2025-07-15 11:32,2025-07-18 11:46,Solved,Acme Corp,User 745,APAC,Tier 2,Medium,Sev 0,Agent Smith,Berlin,AI Automation,3.01,,,
1110,2025-07-15 11:37,2025-07-20 08:15,Solved,BluePeak,User 155,North America,Tier 3,High,Sev 1,Agent Davis,San Francisco,Billing,4.86,,,
1111,2025-07-15 13:30,2025-07-17 22:37,Solved,SummitWorks,User 752,EMEA,Tier 3,High,Sev 2,Agent Lee,London,Compliance,2.38,,,
1112,2025-07-15 19:43,2025-07-19 08:55,Solved,Acme Corp,User 144,APAC,Tier 2,High,Sev 4,Agent Davis,Sydney,Authentication,3.55,5.0,,2025-07-23
1113,2025-07-15 21:27,2025-07-18 08:58,Solved,BrightTech,User 354,EMEA,Tier 0,Medium,Sev 4,Agent Khan,Sydney,Reporting,2.48,,,
1114,2025-07-16 01:22,2025-07-20 18:24,Solved,SummitWorks,User 714,EMEA,Tier 3,High,Sev 2,Agent Brown,New York,Authentication,4.71,,,
1115,2025-07-16 04:12,2025-07-20 06:21,Solved,Nimbus Systems,User 419,APAC,Tier 3,Medium,Sev 3,Agent Khan,New York,Integrations,4.09,,,
1116,2025-07-16 04:29,2025-07-19 22:43,Solved,Nimbus Systems,User 776,APAC,Tier 1,High,Sev 4,Agent Lee,Sydney,AI Automation,3.76,,,
1117,2025-07-16 04:54,2025-07-18 18:34,Solved,SummitWorks,User 167,APAC,Tier 3,Low,Sev 2,Agent Patel,San Francisco,Reporting,2.57,,,
1118,2025-07-16 06:55,2025-07-18 08:35,Solved,Nimbus Systems,User 293,EMEA,Tier 3,High,Sev 1,Agent Chen,New York,Integrations,2.07,4.0,,2025-07-23
1119,2025-07-16 07:29,2025-07-19 02:41,Solved,Northwind,User 885,North America,Tier 2,Medium,Sev 2,Agent Chen,San Francisco,Billing,2.8,,,
1120,2025-07-16 07:54,2025-07-17 12:42,Solved,Nimbus Systems,User 937,North America,Tier 3,Medium,Sev 4,Agent Patel,Berlin,Compliance,1.2,,,
1121,2025-07-16 08:21,2025-07-19 11:57,Solved,SummitWorks,User 873,APAC,Tier 3,Medium,Sev 3,Agent Smith,Sydney,Integrations,3.15,,,
1122,2025-07-16 08:41,2025-07-20 07:14,Solved,Acme Corp,User 598,EMEA,Tier 1,Low,Sev 4,Agent Brown,New York,Reporting,3.94,,,
1123,2025-07-16 10:59,2025-07-17 18:39,Solved,Vertex Labs,User 977,EMEA,Tier 2,Low,Sev 4,Agent Smith,London,Reporting,1.32,,,
1124,2025-07-16 14:39,2025-07-16 17:46,Solved,IronGate,User 114,EMEA,Tier 1,Medium,Sev 0,Agent Smith,New York,AI Automation,0.13,4.0,,2025-07-25
1125,2025-07-16 14:40,2025-07-18 04:35,Solved,BrightTech,User 318,EMEA,Tier 3,High,Sev 0,Agent Davis,London,Integrations,1.58,,,
1126,2025-07-16 17:41,2025-07-21 10:57,Solved,Nimbus Systems,User 990,APAC,Tier 3,Medium,Sev 1,Agent Davis,New York,Compliance,4.72,,,
1127,2025-07-16 19:54,2025-07-20 16:46,Solved,BluePeak,User 736,APAC,Tier 3,Medium,Sev 3,Agent Gomez,New York,Reporting,3.87,,,
1128,2025-07-16 20:11,2025-07-20 22:06,Solved,BluePeak,User 908,North America,Tier 2,Medium,Sev 4,Agent Brown,Sydney,AI Automation,4.08,5.0,,2025-07-25
1129,2025-07-17 07:17,2025-07-20 16:24,Solved,Nimbus Systems,User 249,EMEA,Tier 3,High,Sev 0,Agent Lee,Berlin,Billing,3.38,,,
1130,2025-07-17 10:59,2025-07-18 20:06,Solved,Vertex Labs,User 406,North America,Tier 2,Medium,Sev 2,Agent Lee,San Francisco,AI Automation,1.38,,,
1131,2025-07-17 11:15,2025-07-19 11:00,Solved,SummitWorks,User 811,North America,Tier 1,High,Sev 2,Agent Khan,New York,Reporting,1.99,4.0,,2025-07-21
1132,2025-07-17 11:25,2025-07-19 02:46,Solved,Acme Corp,User 754,North America,Tier 3,Low,Sev 3,Agent Lee,London,Billing,1.64,,,
1133,2025-07-17 14:31,2025-07-22 00:21,Solved,IronGate,User 518,EMEA,Tier 1,High,Sev 4,Agent Davis,San Francisco,Integrations,4.41,,,
1134,2025-07-17 16:34,2025-07-20 04:34,Solved,Acme Corp,User 378,EMEA,Tier 0,Medium,Sev 4,Agent Chen,San Francisco,Authentication,2.5,,,
1135,2025-07-17 16:50,2025-07-21 19:57,Solved,Vertex Labs,User 751,North America,Tier 0,Medium,Sev 3,Agent Chen,Sydney,Integrations,4.13,,,
1136,2025-07-17 19:10,2025-07-19 16:17,Solved,SummitWorks,User 696,APAC,Tier 0,Low,Sev 2,Agent Lee,London,Integrations,1.88,,,
1137,2025-07-17 20:17,2025-07-20 23:09,Solved,Nimbus Systems,User 447,APAC,Tier 2,Medium,Sev 1,Agent Lee,London,AI Automation,3.12,,,
1138,2025-07-17 22:23,2025-07-18 09:54,Solved,BluePeak,User 587,APAC,Tier 1,High,Sev 2,Agent Khan,San Francisco,Reporting,0.48,,,
1139,2025-07-17 23:17,2025-07-20 16:48,Solved,IronGate,User 826,North America,Tier 0,High,Sev 4,Agent Patel,New York,Compliance,2.73,,,
1140,2025-07-18 04:17,2025-07-19 15:48,Solved,Vertex Labs,User 518,EMEA,Tier 2,High,Sev 0,Agent Brown,London,Integrations,1.48,,,
1141,2025-07-18 10:42,2025-07-20 21:15,Solved,Nimbus Systems,User 935,APAC,Tier 2,Low,Sev 2,Agent Chen,Sydney,AI Automation,2.44,,,
1142,2025-07-18 13:05,2025-07-19 17:53,Solved,BrightTech,User 664,North America,Tier 3,Low,Sev 2,Agent Chen,Berlin,AI Automation,1.2,,,
1143,2025-07-18 16:59,2025-07-23 07:37,Solved,SummitWorks,User 719,APAC,Tier 0,High,Sev 1,Agent Davis,New York,Reporting,4.61,,,
1144,2025-07-18 21:24,2025-07-20 09:09,Solved,Northwind,User 342,North America,Tier 1,Medium,Sev 2,Agent Brown,New York,Authentication,1.49,,,
1145,2025-07-18 22:47,2025-07-22 06:13,Solved,SummitWorks,User 278,North America,Tier 2,High,Sev 4,Agent Smith,New York,Compliance,3.31,,,
1146,2025-07-18 23:17,2025-07-20 11:31,Solved,IronGate,User 839,EMEA,Tier 1,Medium,Sev 0,Agent Chen,San Francisco,Billing,1.51,,,
1147,2025-07-19 00:50,2025-07-22 20:45,Solved,Vertex Labs,User 173,EMEA,Tier 3,Low,Sev 4,Agent Lee,Sydney,Integrations,3.83,,,
1148,2025-07-19 04:36,2025-07-23 11:19,Solved,Acme Corp,User 48,North America,Tier 3,High,Sev 0,Agent Patel,Berlin,AI Automation,4.28,,,
1149,2025-07-19 06:45,2025-07-19 17:18,Solved,BrightTech,User 876,North America,Tier 0,Medium,Sev 2,Agent Khan,London,Compliance,0.44,,,
1150,2025-07-19 11:36,2025-07-21 00:48,Solved,IronGate,User 282,North America,Tier 0,Low,Sev 3,Agent Chen,New York,Authentication,1.55,,,
1151,2025-07-19 13:36,2025-07-21 15:31,Solved,IronGate,User 22,EMEA,Tier 1,Low,Sev 3,Agent Davis,San Francisco,AI Automation,2.08,,,
1152,2025-07-19 13:40,2025-07-23 15:49,Solved,IronGate,User 342,EMEA,Tier 0,High,Sev 2,Agent Brown,Berlin,Billing,4.09,,,
1153,2025-07-19 17:45,2025-07-21 10:18,Solved,Nimbus Systems,User 518,APAC,Tier 3,High,Sev 0,Agent Gomez,Berlin,AI Automation,1.69,,,
1154,2025-07-19 23:24,2025-07-21 19:04,Solved,BluePeak,User 284,APAC,Tier 0,High,Sev 4,Agent Chen,San Francisco,Reporting,1.82,,,
1155,2025-07-19 23:34,2025-07-20 09:10,Solved,Nimbus Systems,User 515,APAC,Tier 1,High,Sev 4,Agent Lee,New York,Integrations,0.4,,,
1156,2025-07-20 01:36,2025-07-24 23:40,Solved,SummitWorks,User 989,EMEA,Tier 0,High,Sev 0,Agent Chen,New York,Authentication,4.92,,,
1157,2025-07-20 02:43,2025-07-24 10:23,Solved,BluePeak,User 593,APAC,Tier 0,Low,Sev 0,Agent Brown,Sydney,Authentication,4.32,,,
1158,2025-07-20 04:17,2025-07-20 16:31,Solved,IronGate,User 601,APAC,Tier 0,Medium,Sev 3,Agent Gomez,San Francisco,Compliance,0.51,5.0,,2025-07-23
1159,2025-07-20 11:15,2025-07-23 08:51,Solved,SummitWorks,User 70,APAC,Tier 0,Medium,Sev 3,Agent Smith,Berlin,Billing,2.9,,,
1160,2025-07-20 15:40,2025-07-22 22:08,Solved,Nimbus Systems,User 125,North America,Tier 1,Low,Sev 1,Agent Chen,Sydney,Integrations,2.27,4.0,"Agent Chen was very helpful, thanks.",2025-07-30
1161,2025-07-20 16:16,2025-07-24 18:25,Solved,SummitWorks,User 983,EMEA,Tier 3,Low,Sev 1,Agent Gomez,London,Reporting,4.09,,,
1162,2025-07-20 17:01,2025-07-25 05:58,Solved,BrightTech,User 659,EMEA,Tier 1,Medium,Sev 1,Agent Smith,London,AI Automation,4.54,,,
